,rating,Reviews,Sentiment
286,1.0, Service is very poor. Contacted outside of business hours and didn't send the product. …,Negative
287,5.0, The goods are received as soon as possible. The items are not damaged. …,Neutral
288,4.0, With the development of better services  ,Positive
289,5.0," The staff sent a call to inform in advance, politely speaking, sent to The overall summary is OK. …",Positive
290,5.0, The staff speak politely. Delivery is very fast. Thank you very much. …,Positive
291,5.0," Good service staff, courteous, service with heart, fast shipping, no damage, thank you. …",Positive
292,5.0," Express delivery, fast  ",Neutral
293,1.0, Do not call in advance Self-signed by the recipient Sometimes throw things in But personally signed to receive the parcel …,Neutral
294,5.0, Received the product  ,Neutral
295,5.0, Great service staff Fast delivery service  ,Positive
296,5.0," Very fast delivery. Call from 8.24 hrs. Normally, other owners will call around 9-10 hrs. …",Neutral
297,5.0, Call to notify 1 hour before sending. It will be good not home and then call. ,Positive
298,5.0, Delivered quickly. The staff in advance called to speak politely. Very good. …,Positive
299,1.0," Previously, the delivery staff would be better. On July 10 at 16.20 hrs, the delivery staff called in a bad tone. The first question asks if urgent use of the item. Can you send it tomorrow Therefore asked to go back …",Positive
300,5.0,Good Job,Positive
301,5.0, Send faster than I heard.  ,Neutral
302,5.0, Be polite in both speech and verbs.  ,Neutral
303,5.0, Good service. There is a call to inform before receiving the parcel and before sending the parcel every time. Very good staff. …,Positive
304,5.0," Fast delivery, good follow up call all the time while we work outside the delivery area, even after work at 17.30 ... Thank you and impressed with this service ใน …",Positive
305,5.0," Fast delivery, normal service, good frantic, because I have to wait. I get stuck for a quick, short, quick job. One water service …",Negative
306,5.0, Delivery very fast เร็ว  ,Neutral
307,5.0, Courier manners are good. The item is delivered as a 3 small booklet. The condition is not intact. This delivery is OK. …,Positive
308,5.0," Fast delivery, polite staff The product is in good condition without damage. If there is a chance to use the service again for sure …",Positive
309,5.0, Fast delivery. The delivery staff are polite and speak good. ^ _ ^ Thank you very much. …,Positive
310,5.0," Very kind. Waiting for us when picking money. And we don't have any coins to find again. Finally, the money is missing 1 baht. I said it's okay. Very kind. Will definitely use the service again. …",Positive
311,1.0," Order with shopee 3, ninja duty !! Omyai Branch, Sampran District, Nakhon Pathom Province .... Much reserve, tell now ... The 3rd time, I said I won't order with the ninja. I forgot to look at the same thing as …",Neutral
312,5.0, The staff speaks very polite. Service is very good.  ,Positive
313,5.0," The goods are in good condition, fast delivery, OK staff  ",Positive
314,5.0," Good service, courteous delivery staff.  ",Positive
315,5.0, Educational Administration Never encountered a problem  ,Positive
316,5.0,"Present time.. Fast delivery and good service mind I believe in "" Ninja Van """,Positive
317,5.0, The staff are very attentive. Call back and ask the problem immediately. While also checking things …,Negative
318,5.0," Very good. The staff speaks well, has good manners.  ",Positive
319,3.0," Delivery trucks in this area are open-tail trucks. Goods with sun, rain are not appropriate. Should fix. …",Positive
320,5.0, Good fast  ,Positive
321,5.0," Okay, it's normal. There are good reception procedures. Like that sending emails to tell who gets Along with showing the signature of the person who received the item as well The product wrapping is also good. Overall …",Positive
322,5.0," Good. The staff delivered the goods well and spoke politely. Carry the whole thing to deliver the car, haha. Send very fast. Good fast. Good. Keep doing good. Will be able to use the service again. Thank you. …",Positive
323,4.0, Employees come to deliver the Ninja every time they encounter. It is polite and there is a call to notify before every delivery. But please criticize that this time the box is crumpled The product is not …,Negative
324,5.0," Good service, fast transportation  ",Positive
325,5.0," Fast, product delivery staff smiling, service impressed.  ",Positive
326,5.0," Fast delivery The staff called to inform to coordinate the reception, had good manners, spoke well. …",Positive
327,5.0," Fast, spoken very well.  ",Positive
328,5.0," ""Good delivery Lovely staff Talk politely, good service. "" …",Positive
329,5.0, Good service staff  ,Positive
330,5.0, Ninja at Paetrew. Very good service. I like. Use the service many times and impress every time. …,Positive
331,5.0, The latest staff delivered very quickly.  ,Neutral
332,5.0, Send the Vimgos.  ,Neutral
333,5.0," Fast delivery, good order Improved packaging only  ",Positive
334,5.0, The delivery staff spoke politely. Samut Songkhram - Ratchaburi …,Neutral
335,5.0, Well-mannered staff Call every time.  ,Neutral
336,5.0, Received goods very quickly. Staff are in good service. Polite. The product is not damaged. The product condition has been good all along. …,Positive
337,3.0, Should have a call to the customer before sending. It should be good. Maybe no one is pick up. …,Positive
338,5.0," The staff are generous, amazed.  ",Positive
339,5.0, Good service staff Fast product delivery as scheduled.  ,Positive
340,5.0, Delivery of products on time. The package is ok Polite staff. Lovely. …,Positive
341,4.0, Try using the carrier for the first time. It's fast. Wait. Very long. The service to the customers is very good. …,Positive
342,5.0," ""The staff called in advance to inform them of the delivery. As for the manners and polite, polite, _ good speech _ very good service …",Positive
343,5.0, Nice staff  ,Positive
344,5.0, The transport was very good. The status improved yesterday. Today's goods. …,Positive
345,5.0," Received service from parcel delivery More than 1 visit of Ninja Logistics Co., Ltd. delivered to the front of the house The product received is in good condition. The service is considered fast. Polite Prudent to …",Positive
346,5.0, Fast delivery staff  ,Neutral
347,4.0, Delivery is a little late. But the package is ok The message that came ... Is he confusing? Don't know what he is When calling to deliver Can speak politely …,Neutral
348,5.0, Fast delivery  ,Neutral
349,5.0,Fast shipping.,Neutral
350,5.0, Good service .. polite..but maybe a little late.  ,Positive
351,4.0, The shop sent a little too late. Good service staff with phone calls. …,Positive
352,5.0, visit  ,Neutral
353,5.0," Transportation service ninja van very good service, delivery from Nonthaburi to Nakhon Ratchasima takes only 3 days 🌟🌟🌟🌟🌟 …",Positive
354,5.0," Fast delivery, cheap service. I like it. The only loss. Some products don't have ninjas to serve. …",Positive
355,3.0, Please expand the branch to Victory Monument. Heart of Bangkok …,Positive
356,1.0," From tracking the delivery status Must be received since yesterday Up to 11 am on delivery status Finally didn't see it coming. But at 7 pm, the status says ""The delivery is residential and unable to contact the …",Neutral
357,5.0, Good service. Fast transportation. Impressed.  ,Positive
358,5.0, Delivered. Fast delivery. Actual delivery. The package is delivered very well. …,Positive
359,2.0, Delivered faster than before but it was thrown into the fence. Despite the terrible doorway to the parcel …,Positive
360,5.0,Good job,Positive
361,5.0, - Delivery vehicle suitable for delivery-การ - Staff ask before coming to deliver -🌈🌈 - Delivery on time -🦄🦄🦄 …,Neutral
362,4.0, Staff are courteous and have to call to inform in advance before the parcel arrives. …,Positive
363,5.0, You called in advance to speak very politely.  ,Neutral
364,5.0," Like. Order on 22/6 at 19.58 hrs. The sender delivered the product to the Ninja 23/6 at 16.17 hrs. Received the item 24/6 at 11.01 hrs. The buyer and the sender are on. Bangkok is considered very fast. Before sending, …",Positive
365,5.0," Notified in advance of delivery For the grandchild to receive, call first to ask if it's true, right? Very good service Even if taking the item in the store for too long …",Positive
366,5.0, The service staff is very good. Call in advance Call again. The service is excellent. …,Positive
367,1.0," The system pushes to tell the delivery person even though the courier calls and adjusts himself, not impressed, no longer used, the system is very bad, pity on the delivery person, he is very good, polite. …",Positive
368,5.0, Delivering a beautiful parcel box  ,Positive
369,4.0, Good service..The product arrived faster than expected.  ,Positive
370,5.0, Staff speak politely. Service is OK. ,Positive
371,5.0, Receive the goods as scheduled. Not slow. Staff polite and friendly. …,Positive
372,5.0, The service delivery is very good. There is a call to ask when it's convenient to receive the parcel too. …,Positive
373,2.0," Arrived at 9 o'clock in the morning. At that time, we just woke up May be a little silly Deliver the work. Look at Nihon. We asked the account number to transfer the package twice. Therefore not impressed Shent, pick …",Positive
374,4.0, Keep calm  ,Positive
375,5.0," Good, polite, fast  ",Positive
376,5.0, Delivered successfully  ,Positive
377,5.0, Did not turn on the phone because it was a holiday. Staff called 11 lines. Thank you very much. And sorry …,Positive
378,5.0," What other people don't know, but for me, we were okay with Ninja Van from the first time I used the service. To date Because compared to other carriers in terms of service and speed of delivery, sometimes better than …",Positive
379,5.0, Good. Speak well. I like it very much.  ,Positive
380,5.0," Good service, fast delivery  ",Positive
381,5.0, Good service. Holiday still follows. Delivered to home.  ,Positive
382,5.0, The delivery person called in advance that they would deliver the package early. Makes it possible to change when it's not convenient to receive at the address We would like to change the delivery location. Point out …,Positive
383,5.0, The delivery person called. Speak politely The product has no problem delivery. …,Negative
384,5.0, Great  ,Positive
385,5.0, Good service. Call before asking. Staff speak good.  ,Positive
386,5.0, Very good. Polite staff. Call before asking.  ,Positive
387,5.0," Fast delivery, order on the 18th, late afternoon, on the 20th Received Very good service …",Positive
388,5.0, Good. Fast delivery.  ,Positive
389,5.0, Send it to the staff. Talk about it. 👍👍👍👍  ,Neutral
390,5.0, Correct product delivery Staff cares for work. Having a call to inquire first is considered very good. Thank you. …,Positive
391,4.0," After the shop in Shoppi reported that he had delivered the item to the Ninja Wait another 2-3 days to receive the item. No sooner, not too slow Broken one star because the box was slightly bothered. …",Negative
392,5.0, The staff who sent said it because it was good. Polite and order like this always …,Positive
393,5.0,"First time with this company. I think it good, fast and polite' s service.",Positive
394,5.0, Very good service. The assistant named Por called to receive the item early. …,Positive
395,5.0, The delivery person called every time before sending the goods. Be courteous and polite …,Positive
396,5.0, Delivery is very fast. I like it very much.  ,Positive
397,5.0," Friendly staff arrived and called in the bathroom, waiting to not fret. …",Positive
398,5.0," Before sending, call in advance. Talk politely. Very fast delivery. The service is not disappointed. …",Negative
399,5.0," Fast delivery Definitely faster than the orange one The delivery staff is very polite. Even if the rainy day is rain, your brother still comes to deliver the item, so give it your heart. As for other owners, if one …",Positive
400,5.0, Transport very fast. Call before sending. Be polite. And the product is in a good condition …,Positive
401,5.0," Monday's order Wednesday afternoon, three received. At first, worried about getting things slowly But normally sent as per the standard 😸 …",Negative
402,5.0, Call to inform in advance that the goods will be delivered so that they can prepare well. …,Positive
403,5.0, The product delivery staff is courteous and polite. Call to make an appointment in advance via me. …,Positive
404,5.0," Fast delivery Courier, good manners  ",Positive
405,4.0," The staff sent carefully. Call to notify the time and tell the payment amount throughout. But the car is not very familiar Why is this time a pickle? The last time, it was a van. I was confused. But never mind, the …",Negative
406,5.0, K. Cute  ,Positive
407,4.0," The staff are very nice. Tom came before sending. Delivered quickly. Other carriers do not call If not in the house, drop the belongings without notifying. …",Positive
408,3.0, Considered fair  ,Positive
409,5.0, Great  ,Positive
410,4.0, Overall good  ,Positive
411,5.0," The product is good. The service staff is very good. Call before sending every time. Speaking very polite, service is very good. …",Positive
412,1.0," Sending very slowly, can't tell the contact number even though the given number is correct. Used the service 2 times, very much every time …",Neutral
413,5.0, Notice before delivery Check product Good delivery address details The product is in good condition. …,Positive
414,3.0," Should improve the transport staff Before sending the product, call to make an appointment to deliver the product. At one place, but on a holiday In another location, went out to be diligent, suggesting to drive the …",Positive
415,1.0," Today received the product By found that the product was thrown over the fence High iron in the middle of the garage There are 14 cans, 12 dented foodstuffs. …",Neutral
416,1.0," Actually, you shouldn't get even a single star !!!  ",Neutral
417,5.0," The staff spoke because Fast delivery, don't throw items. …",Neutral
418,4.0, Very good service staff  ,Positive
419,1.0," No call notification before delivering packages Arrived at the front of the house and got stuck, then called The talk with the customer is very bad. Should train a new employee Can't do …",Negative
420,5.0," In Lat Phrao area, fast delivery Never encountered a problem …",Positive
421,1.0," SHNV374660746 SHNV905078197 Just as the product has not been received by the carrier, informed me that I was …",Neutral
422,5.0, Has been using Ninja Van services many times already No problem The staff were polite and good. The item was received in good condition. …,Positive
423,5.0, The service staff is very good.  ,Positive
424,5.0, Receive products quickly. Good service.  ,Positive
425,5.0," This delivery, received parcels in good condition and fast delivery. …",Positive
426,5.0, For us to get things fast Employees send a call every time. …,Neutral
427,5.0, Send trade instruction within the time limit. Call to inform and polite …,Neutral
428,4.0," The package was delivered in good condition and sent quickly. But the delivery person didn't call to say before coming if not staying, waiting to receive. So bad. …",Negative
429,5.0," Fast delivery, undamaged product  ",Neutral
430,5.0, Shipping is fast. There is a call to inquire before arriving home in 1 minute. The staff is polite. …,Neutral
431,5.0, Faster than anyone else. Superb.  ,Positive
432,5.0, Fast delivery There is a product pack as well. The delivery man spoke politely. And there is a call to notify in advance Product quality has not been tried. …,Positive
433,5.0," Track packages easily via mobile, letting them know that packages When will it be delivered to your home? …",Positive
434,5.0, good  ,Positive
435,5.0, Come to send in the evening Good service staff  ,Positive
436,5.0, The staff spoke politely.  ,Neutral
437,1.0," Very bad service. If possible, better delivery with other companies Too bad the shipping cost. Notified that the recipient cannot be delivered or delivered to the address, but there is no one. But I was always at home …",Negative
438,5.0, The employees call the customer before delivery ...... can deliver the goods according to the appointment time. 5 stars ..... ****** …,Positive
439,2.0," Sucks, can't deliver to the front of the room I am at Baan Ua. My house is on the 5th floor. She didn't come up. Said that every company has never been raised. I argue, only you who didn't rise everyone …",Negative
440,5.0,Fast delivery and cheap delivery fee,Neutral
441,5.0," Delivered quickly. Good manners. Call for products to arrive. If not here, place it. Like it. Fighting! …",Positive
442,5.0, Delivery very fast  ,Neutral
443,5.0, Received the item very fast.  ,Neutral
444,1.0," Thailand is bigger. Singapore, the country's owner. Therefore unable to access the demand for Thai people to order products in the shopee, wait a week Already got the numbers Not yet got any status status Folded, sent …",Negative
445,5.0," Ok, delivery  ",Positive
446,5.0, The staff of the product delivery were well-mannered and polite. The company trained well. Great. …,Positive
447,5.0," Fast delivery. The staff spoke very well that there were no people to pick up the goods. Told me to go to send him again, which he is happy to serve us …",Positive
448,5.0," Good service, friendly.  ",Positive
449,5.0, Excellent  ,Positive
450,5.0, Today I must say that I received good service today. She is polite and has a good attitude at work. How to get a courier Everyone is like this Otherwise difficult …,Positive
451,1.0, I'm sick  ,Negative
452,5.0," Quick. Plus, remember home. Call to tell first.  ",Neutral
453,5.0, Very fast service  ,Neutral
454,5.0, Transit OK. Polite. Always call first.  ,Positive
455,5.0, Fast delivery. Product is not damaged.  ,Negative
456,5.0, Good service staff  ,Positive
457,5.0, Send a lot faster. Very different from before.  ,Neutral
458,5.0, Fast delivery The tower is in a perfect condition.  ,Positive
459,1.0," The delivery was very slow and the item returned itself, claiming that the address was not being confused many times with this company. …",Negative
460,5.0, There is a call to notify the customer before delivering the item. Very good. …,Positive
461,5.0," Fast delivery, very good service.  ",Positive
462,5.0, Good service. Fast delivery. Finished product.  ,Positive
463,5.0," Today, 5 June 63, the tribe's people sent the package early. At the house around Chinnakhet 1 and there is a call to inform in advance before sending. Speak politely. Okay, very much. …",Positive
464,5.0, Fast delivery  ,Neutral
465,5.0, Good shipping Calls to recipients do not receive calls ,Positive
466,5.0," Before the item is delivered, the employee calls to ask. I like this transportation very much 🥰 …",Positive
467,1.0," The delivery person spoke very poorly. If you don't have a service mind, go out and do other things. Not to hurl at …",Neutral
468,5.0," Good transportation, fast service The delivery person calls in advance. Be polite. …",Positive
469,4.0, Fast  ,Neutral
470,5.0, Fast delivery. The product is 100% complete.  ,Neutral
471,2.0," Slow delivery. Take your convenience. Postpone the delivery date, not on time for the appointment. Appointment us at one o'clock in the afternoon Come and send us at five o'clock …",Negative
472,5.0, Excellent service.  ,Positive
473,5.0," Polite staff, accurate delivery  ",Neutral
474,5.0, Delivering at the right place. Fast delivery. Good service. …,Positive
475,5.0, good  ,Positive
476,5.0," Use Ninja Van 2 Once, still haven't encountered any problems. The driver is always informed. Today I didn't pick up my phone and sent a message saying that the parcel was already sent. So cute. …",Positive
477,5.0," Delivering very quickly, like a ninja name.  ",Positive
478,5.0, Very good  ,Positive
479,5.0, Nijja Chiang Rai The staff speak good manners.  ,Positive
480,5.0," Fast delivery, good service The staff are polite.  ",Positive
481,4.0, Parcel arrived successfully.  ,Positive
482,5.0," Send fast, have a call, alert very well  ",Positive
483,5.0, Like being okay  ,Positive
484,5.0,Fast and cheap delivery service.,Neutral
485,5.0," Good service, fast delivery, very pleasing  ",Positive
486,5.0, The staff speaks very well. The delivery is fast. No damage. …,Negative
487,5.0," For me, Ok.! Speaking communication service. Pleasing!  ",Positive
488,5.0," Delivery personnel, if being a regular carrier, will provide very good service. Come to send as usual There are not many problems with receiving products. …",Positive
489,5.0," Delivered quickly, politely, with notifications  ",Neutral
490,5.0," Delivery staff call before delivery Know the route, parcel, good package, good service …",Positive
491,5.0, good service  ,Positive
492,5.0, Deliver things quickly. Talk sweetly. Keep this service for a long time. …,Positive
493,5.0, Good. Say good.  ,Positive
494,1.0, Terrible staff Delivery of the front of the house No need to wait for the item to be picked up. Despite running out to pick up immediately after hearing the buzzer ,Negative
495,3.0, Wait until the product has been designated date .. Until now it has not come to pass .. The transport staff have never called. …,Neutral
496,5.0, Good. Fast delivery. Staff speak politely.  ,Positive
497,5.0, Fast delivery and knowing the route. Reliable.  ,Neutral
498,5.0," The staff speak good, have good manners.  ",Positive
